UF,Consumo,Mes,Ano
Bahia,601810.49,FEV,2014.0
Minas Gerais,936455.28,FEV,2014.0
Espírito Santo,225411.0,FEV,2014.0
Rio de Janeiro,1217072.4,FEV,2014.0
São Paulo,3339408.12,FEV,2014.0
Paraná,630157.27,FEV,2014.0
Santa Catarina,550060.76,FEV,2014.0
Rio Grande do Sul,766140.44,FEV,2014.0
Mato Grosso do Sul,176821.35,FEV,2014.0
Mato Grosso,228665.30000000002,FEV,2014.0
Goiás,384086.0,FEV,2014.0
Distrito Federal,184192.5,FEV,2014.0
Rondônia,100081.63,MAR,2014.0
Acre,37816.380000000005,MAR,2014.0
Amazonas,164571.99,MAR,2014.0
Roraima,41062.770000000004,MAR,2014.0
Pará,288676.6,MAR,2014.0
Amapá,42518.86,MAR,2014.0
Tocantins,74580.66,MAR,2014.0
Maranhão,251610.9,MAR,2014.0
Piauí,133095.0,MAR,2014.0
Ceará,339846.8,MAR,2014.0
Rio Grande do Norte,189900.0,MAR,2014.0
Paraíba,165974.0,MAR,2014.0
Pernambuco,427645.0,MAR,2014.0
Alagoas,124769.0,MAR,2014.0
Sergipe,100099.39,MAR,2014.0
Bahia,602874.51,MAR,2014.0
Minas Gerais,895183.77,MAR,2014.0
Espírito Santo,237133.0,MAR,2014.0
Rio de Janeiro,1367581.9,MAR,2014.0
São Paulo,3457753.28,MAR,2014.0
Paraná,630607.65,MAR,2014.0
Santa Catarina,520717.70999999996,MAR,2014.0
Rio Grande do Sul,766321.2000000002,MAR,2014.0
Mato Grosso do Sul,176405.02000000002,MAR,2014.0
Mato Grosso,246478.85,MAR,2014.0
Goiás,389834.0,MAR,2014.0
Distrito Federal,177183.8,MAR,2014.0
Rondônia,102370.10999999999,ABR,2014.0
Acre,29713.78,ABR,2014.0
Amazonas,167162.72,ABR,2014.0
Roraima,43959.26,ABR,2014.0
Pará,300258.46,ABR,2014.0
Amapá,41155.14,ABR,2014.0
Tocantins,76473.26,ABR,2014.0
Maranhão,257660.0,ABR,2014.0
Piauí,131286.0,ABR,2014.0
Ceará,354070.4,ABR,2014.0
Rio Grande do Norte,184221.0,ABR,2014.0
Paraíba,164050.5,ABR,2014.0
Pernambuco,428182.0,ABR,2014.0
Alagoas,125360.0,ABR,2014.0
Sergipe,99888.28,ABR,2014.0
Bahia,622164.6,ABR,2014.0
Minas Gerais,954805.39,ABR,2014.0
Espírito Santo,212684.0,ABR,2014.0
Rio de Janeiro,1300793.5,ABR,2014.0
São Paulo,3489463.34,ABR,2014.0
Paraná,651321.5,ABR,2014.0
Santa Catarina,486696.12,ABR,2014.0
Rio Grande do Sul,698565.27,ABR,2014.0
Mato Grosso do Sul,180002.3,ABR,2014.0
Mato Grosso,228144.91,ABR,2014.0
Goiás,413747.0,ABR,2014.0
Distrito Federal,188754.3,ABR,2014.0
Rondônia,105804.33,MAI,2014.0
Acre,37437.29,MAI,2014.0
Amazonas,169774.03999999998,MAI,2014.0
Roraima,36643.009999999995,MAI,2014.0
Pará,307201.01999999996,MAI,2014.0
Amapá,42980.950000000004,MAI,2014.0
Tocantins,84607.72,MAI,2014.0
Maranhão,258473.5,MAI,2014.0
Piauí,133783.0,MAI,2014.0
Ceará,356016.0,MAI,2014.0
Rio Grande do Norte,173472.0,MAI,2014.0
Paraíba,155137.8,MAI,2014.0
Pernambuco,406187.0,MAI,2014.0
Alagoas,119849.0,MAI,2014.0
Sergipe,95035.45999999999,MAI,2014.0
Bahia,582166.09,MAI,2014.0
Minas Gerais,906479.21,MAI,2014.0
Espírito Santo,197862.0,MAI,2014.0
Rio de Janeiro,1119635.6,MAI,2014.0
São Paulo,3312546.99,MAI,2014.0
Paraná,626241.63,MAI,2014.0
Santa Catarina,478691.74,MAI,2014.0
Rio Grande do Sul,721214.44,MAI,2014.0
Mato Grosso do Sul,170307.52,MAI,2014.0
Mato Grosso,246823.83000000002,MAI,2014.0
Goiás,372574.0,MAI,2014.0
Distrito Federal,183775.5,MAI,2014.0
Rondônia,94764.31999999999,JUN,2014.0
Acre,34325.59,JUN,2014.0
Amazonas,166905.97999999998,JUN,2014.0
Roraima,35688.880000000005,JUN,2014.0
Pará,319204.14,JUN,2014.0
Amapá,42603.07,JUN,2014.0
Tocantins,83484.34,JUN,2014.0
Maranhão,266036.3,JUN,2014.0
Piauí,141022.0,JUN,2014.0
Ceará,371555.0,JUN,2014.0
Rio Grande do Norte,175692.0,JUN,2014.0
Paraíba,151702.7,JUN,2014.0
Pernambuco,399754.0,JUN,2014.0
Alagoas,114985.0,JUN,2014.0
Sergipe,89000.1,JUN,2014.0
Bahia,568323.77,JUN,2014.0
Minas Gerais,876662.97,JUN,2014.0
Espírito Santo,183547.0,JUN,2014.0
Rio de Janeiro,1003327.3999999999,JUN,2014.0
São Paulo,3257080.46,JUN,2014.0
Paraná,606789.0700000001,JUN,2014.0
Santa Catarina,461875.24,JUN,2014.0
Rio Grande do Sul,713184.03,JUN,2014.0
Mato Grosso do Sul,141225.12,JUN,2014.0
Mato Grosso,199002.62,JUN,2014.0
Goiás,380280.0,JUN,2014.0
Distrito Federal,188174.5,JUN,2014.0
Rondônia,101236.59,JUL,2014.0
Acre,36576.49,JUL,2014.0
Amazonas,169457.16,JUL,2014.0
Roraima,33337.18,JUL,2014.0
Pará,319236.42,JUL,2014.0
Amapá,45010.79,JUL,2014.0
Tocantins,77191.01,JUL,2014.0
Maranhão,261625.6,JUL,2014.0
Piauí,128545.0,JUL,2014.0
Ceará,343901.9,JUL,2014.0
Rio Grande do Norte,159467.0,JUL,2014.0
Paraíba,146935.6,JUL,2014.0
Pernambuco,366552.0,JUL,2014.0
Alagoas,117148.0,JUL,2014.0
Sergipe,84068.16,JUL,2014.0
Bahia,536425.95,JUL,2014.0
Minas Gerais,859995.13,JUL,2014.0
Espírito Santo,175013.0,JUL,2014.0
Rio de Janeiro,960189.4,JUL,2014.0
São Paulo,3191665.2099999995,JUL,2014.0
Paraná,606454.4099999999,JUL,2014.0
Santa Catarina,447856.16,JUL,2014.0
Rio Grande do Sul,714291.0700000001,JUL,2014.0
Mato Grosso do Sul,143375.74,JUL,2014.0
Mato Grosso,211413.69,JUL,2014.0
Goiás,381705.0,JUL,2014.0
Distrito Federal,171928.0,JUL,2014.0
Rondônia,109886.87,AGO,2014.0
Acre,36738.35,AGO,2014.0
Amazonas,175711.02000000002,AGO,2014.0
Roraima,39203.28,AGO,2014.0
Pará,305842.77,AGO,2014.0
Amapá,46518.85,AGO,2014.0
Tocantins,83287.38,AGO,2014.0
Maranhão,271727.3,AGO,2014.0
Piauí,151463.0,AGO,2014.0
Ceará,359830.8,AGO,2014.0
Rio Grande do Norte,168299.0,AGO,2014.0
Paraíba,147745.1,AGO,2014.0
Pernambuco,376484.0,AGO,2014.0
Alagoas,113189.0,AGO,2014.0
Sergipe,84329.64,AGO,2014.0
Bahia,542481.97,AGO,2014.0
Minas Gerais,902667.78,AGO,2014.0
Espírito Santo,183975.0,AGO,2014.0
Rio de Janeiro,960302.4,AGO,2014.0
São Paulo,3069413.13,AGO,2014.0
Paraná,596523.13,AGO,2014.0
Santa Catarina,435161.94999999995,AGO,2014.0
Rio Grande do Sul,716372.5900000001,AGO,2014.0
Mato Grosso do Sul,143236.11,AGO,2014.0
Mato Grosso,205207.36000000002,AGO,2014.0
Goiás,398180.0,AGO,2014.0
Distrito Federal,185004.8,AGO,2014.0
Rondônia,103527.79000000001,SET,2014.0
Acre,39582.619999999995,SET,2014.0
Amazonas,176886.53999999998,SET,2014.0
Roraima,38489.18,SET,2014.0
Pará,308640.69,SET,2014.0
Amapá,50302.759999999995,SET,2014.0
Tocantins,87502.94,SET,2014.0
Maranhão,278277.7,SET,2014.0
Piauí,159463.0,SET,2014.0
Ceará,366924.2,SET,2014.0
Rio Grande do Norte,173577.0,SET,2014.0
Paraíba,141667.2,SET,2014.0
Pernambuco,372260.0,SET,2014.0
Alagoas,110174.0,SET,2014.0
Sergipe,82581.47,SET,2014.0
Bahia,545671.37,SET,2014.0
Minas Gerais,910348.77,SET,2014.0
Espírito Santo,175331.0,SET,2014.0
Rio de Janeiro,925068.5,SET,2014.0
São Paulo,3350093.4200000004,SET,2014.0
Paraná,589366.8200000001,SET,2014.0
Santa Catarina,457023.60000000003,SET,2014.0
Rio Grande do Sul,704877.56,SET,2014.0
Mato Grosso do Sul,134486.88,SET,2014.0
Mato Grosso,236086.5,SET,2014.0
Goiás,413409.0,SET,2014.0
Distrito Federal,197941.1,SET,2014.0
Rondônia,121477.92,OUT,2014.0
Acre,42838.77,OUT,2014.0
Amazonas,187257.36,OUT,2014.0
Roraima,49372.25,OUT,2014.0
Pará,316506.76,OUT,2014.0
Amapá,53600.200000000004,OUT,2014.0
Tocantins,90521.12,OUT,2014.0
Maranhão,288503.1,OUT,2014.0
Piauí,166013.0,OUT,2014.0
Ceará,358872.8,OUT,2014.0
Rio Grande do Norte,181864.0,OUT,2014.0
Paraíba,159469.3,OUT,2014.0
Pernambuco,421989.0,OUT,2014.0
Alagoas,118592.0,OUT,2014.0
Sergipe,91514.77,OUT,2014.0
Bahia,592171.67,OUT,2014.0
Minas Gerais,960445.4700000001,OUT,2014.0
Espírito Santo,205464.0,OUT,2014.0
Rio de Janeiro,1062820.8,OUT,2014.0
São Paulo,3253356.0,OUT,2014.0
Paraná,613385.3099999999,OUT,2014.0
Santa Catarina,447145.54,OUT,2014.0
Rio Grande do Sul,669235.12,OUT,2014.0
Mato Grosso do Sul,169931.08,OUT,2014.0
Mato Grosso,267683.03,OUT,2014.0
Goiás,435947.0,OUT,2014.0
Distrito Federal,200927.5,OUT,2014.0
Rondônia,115404.40000000001,NOV,2014.0
Acre,43311.78,NOV,2014.0
Amazonas,175273.56,NOV,2014.0
Roraima,46588.61,NOV,2014.0
Pará,327175.45,NOV,2014.0
Amapá,47478.420000000006,NOV,2014.0
Tocantins,86304.42,NOV,2014.0
Maranhão,293360.2,NOV,2014.0
Piauí,168081.0,NOV,2014.0
Ceará,391949.7,NOV,2014.0
Rio Grande do Norte,190857.0,NOV,2014.0
Paraíba,167384.7,NOV,2014.0
Pernambuco,446739.0,NOV,2014.0
Alagoas,124640.0,NOV,2014.0
Sergipe,96719.86000000002,NOV,2014.0
Bahia,638943.93,NOV,2014.0
Minas Gerais,949412.25,NOV,2014.0
Espírito Santo,194152.0,NOV,2014.0
Rio de Janeiro,1030835.1000000001,NOV,2014.0
São Paulo,3411417.42,NOV,2014.0
Paraná,623500.69,NOV,2014.0
Santa Catarina,451697.22000000003,NOV,2014.0
Rio Grande do Sul,695900.5,NOV,2014.0
Mato Grosso do Sul,171273.06,NOV,2014.0
Mato Grosso,259477.47,NOV,2014.0
Goiás,415453.0,NOV,2014.0
Distrito Federal,195475.1,NOV,2014.0
Rondônia,97669.12999999999,DEZ,2014.0
Acre,38834.2,DEZ,2014.0
Amazonas,152442.84,DEZ,2014.0
Roraima,37117.81,DEZ,2014.0
Pará,294408.58,DEZ,2014.0
Amapá,42682.67,DEZ,2014.0
Tocantins,75562.89,DEZ,2014.0
Maranhão,265918.6,DEZ,2014.0
Piauí,154149.0,DEZ,2014.0
Ceará,388095.4,DEZ,2014.0
Rio Grande do Norte,185537.0,DEZ,2014.0
Paraíba,160228.3,DEZ,2014.0
Pernambuco,452004.0,DEZ,2014.0
Alagoas,118765.0,DEZ,2014.0
Sergipe,93956.27,DEZ,2014.0
Bahia,612249.54,DEZ,2014.0
Minas Gerais,896500.81,DEZ,2014.0
Espírito Santo,218041.0,DEZ,2014.0
Rio de Janeiro,1147547.8,DEZ,2014.0
São Paulo,3425288.89,DEZ,2014.0
Paraná,643098.86,DEZ,2014.0
Santa Catarina,470698.99,DEZ,2014.0
Rio Grande do Sul,721389.0700000001,DEZ,2014.0
Mato Grosso do Sul,176445.58,DEZ,2014.0
Mato Grosso,243037.03999999998,DEZ,2014.0
Goiás,424753.0,DEZ,2014.0
Distrito Federal,182198.3,DEZ,2014.0
Rondônia,106303.34,JAN,2015.0
Acre,40803.16,JAN,2015.0
Amazonas,149603.0,JAN,2015.0
Roraima,39637.93,JAN,2015.0
Pará,266163.5,JAN,2015.0
Amapá,39403.0,JAN,2015.0
Tocantins,84959.96,JAN,2015.0
Maranhão,265154.0,JAN,2015.0
Piauí,134186.8,JAN,2015.0
Ceará,379518.5,JAN,2015.0
Rio Grande do Norte,195598.0,JAN,2015.0
Paraíba,183563.15,JAN,2015.0
Pernambuco,428716.0,JAN,2015.0
Alagoas,128714.0,JAN,2015.0
Sergipe,107221.65,JAN,2015.0
Bahia,610557.96,JAN,2015.0
Minas Gerais,983549.7000000001,JAN,2015.0
Espírito Santo,245514.5,JAN,2015.0
Rio de Janeiro,1416090.3199999998,JAN,2015.0
São Paulo,3744559.2299999995,JAN,2015.0
Paraná,717440.21,JAN,2015.0
Santa Catarina,667995.65,JAN,2015.0
Rio Grande do Sul,917351.5900000001,JAN,2015.0
Mato Grosso do Sul,209573.96000000002,JAN,2015.0
Mato Grosso,252626.24,JAN,2015.0
Goiás,436125.8,JAN,2015.0
Distrito Federal,187142.0,JAN,2015.0
Rondônia,102018.93000000001,FEV,2015.0
Acre,37130.22,FEV,2015.0
Amazonas,152345.0,FEV,2015.0
Roraima,37511.09,FEV,2015.0
Pará,266226.67,FEV,2015.0
Amapá,41039.0,FEV,2015.0
Tocantins,77497.69,FEV,2015.0
Maranhão,256349.5,FEV,2015.0
Piauí,139991.5,FEV,2015.0
Ceará,384184.6,FEV,2015.0
Rio Grande do Norte,193691.0,FEV,2015.0
Paraíba,168134.38999999998,FEV,2015.0
Pernambuco,430487.0,FEV,2015.0
Alagoas,124784.0,FEV,2015.0
Sergipe,102906.78,FEV,2015.0
Bahia,621313.29,FEV,2015.0
Minas Gerais,994655.55,FEV,2015.0
Espírito Santo,252109.0,FEV,2015.0
Rio de Janeiro,1299785.69,FEV,2015.0
São Paulo,3642284.25,FEV,2015.0
Paraná,699960.4999999999,FEV,2015.0
Santa Catarina,644601.33,FEV,2015.0
Rio Grande do Sul,881917.26,FEV,2015.0
Mato Grosso do Sul,206291.08,FEV,2015.0
Mato Grosso,248926.86000000002,FEV,2015.0
Goiás,426071.6,FEV,2015.0
Distrito Federal,194454.0,FEV,2015.0
Rondônia,98208.79000000001,MAR,2015.0
Acre,38960.97,MAR,2015.0
Amazonas,174683.0,MAR,2015.0
Roraima,41199.64,MAR,2015.0
Pará,262047.92,MAR,2015.0
Amapá,38512.0,MAR,2015.0
Tocantins,78132.78,MAR,2015.0
Maranhão,258375.2,MAR,2015.0
Piauí,136589.3,MAR,2015.0
Ceará,372697.8,MAR,2015.0
Rio Grande do Norte,193639.0,MAR,2015.0
Paraíba,173168.66,MAR,2015.0
Pernambuco,478164.0,MAR,2015.0
Alagoas,125022.0,MAR,2015.0
Sergipe,109258.04000000001,MAR,2015.0
Bahia,694333.5,MAR,2015.0
Minas Gerais,969669.6,MAR,2015.0
Espírito Santo,259827.2,MAR,2015.0
Rio de Janeiro,1326464.6600000001,MAR,2015.0
São Paulo,3516365.31,MAR,2015.0
Paraná,640440.5299999999,MAR,2015.0
Santa Catarina,546392.81,MAR,2015.0
Rio Grande do Sul,813090.71,MAR,2015.0
Mato Grosso do Sul,184883.09000000003,MAR,2015.0
Mato Grosso,255145.91,MAR,2015.0
Goiás,415217.5,MAR,2015.0
Distrito Federal,183560.0,MAR,2015.0
Rondônia,104014.44,ABR,2015.0
Acre,40139.62,ABR,2015.0
Amazonas,174548.0,ABR,2015.0
Roraima,45029.8,ABR,2015.0
Pará,266446.54,ABR,2015.0
Amapá,39444.0,ABR,2015.0
Tocantins,82255.86,ABR,2015.0
Maranhão,259549.3,ABR,2015.0
Piauí,134037.2,ABR,2015.0
Ceará,349962.4,ABR,2015.0
Rio Grande do Norte,178164.0,ABR,2015.0
Paraíba,174515.09,ABR,2015.0
Pernambuco,437266.0,ABR,2015.0
Alagoas,122849.16,ABR,2015.0
Sergipe,106458.07,ABR,2015.0
Bahia,618620.14,ABR,2015.0
Minas Gerais,920453.65,ABR,2015.0
Espírito Santo,226068.0,ABR,2015.0
Rio de Janeiro,1135047.54,ABR,2015.0
São Paulo,3328708.8,ABR,2015.0
Paraná,623155.0700000001,ABR,2015.0
Santa Catarina,490843.54,ABR,2015.0
Rio Grande do Sul,692675.66,ABR,2015.0
Mato Grosso do Sul,174842.48,ABR,2015.0
Mato Grosso,251019.19,ABR,2015.0
Goiás,417783.0,ABR,2015.0
Distrito Federal,175562.0,ABR,2015.0
Rondônia,106563.17,MAI,2015.0
Acre,41342.130000000005,MAI,2015.0
Amazonas,171025.0,MAI,2015.0
Roraima,38162.45,MAI,2015.0
Pará,286116.85,MAI,2015.0
Amapá,42193.0,MAI,2015.0
Tocantins,91884.31,MAI,2015.0
Maranhão,271634.9,MAI,2015.0
Piauí,141659.3,MAI,2015.0
Ceará,384453.5,MAI,2015.0
Rio Grande do Norte,188769.0,MAI,2015.0
Paraíba,176364.35,MAI,2015.0
Pernambuco,458690.0,MAI,2015.0
Alagoas,122360.0,MAI,2015.0
Sergipe,109588.14,MAI,2015.0
Bahia,636722.35,MAI,2015.0
Minas Gerais,924582.5499999999,MAI,2015.0
Espírito Santo,235667.7,MAI,2015.0
Rio de Janeiro,1167676.4100000001,MAI,2015.0
São Paulo,3457485.81,MAI,2015.0
Paraná,627339.69,MAI,2015.0
Santa Catarina,481942.24,MAI,2015.0
Rio Grande do Sul,712892.52,MAI,2015.0
Mato Grosso do Sul,175385.59000000003,MAI,2015.0
Mato Grosso,261834.39,MAI,2015.0
Goiás,419829.3,MAI,2015.0
Distrito Federal,194429.0,MAI,2015.0
Rondônia,99780.53,JUN,2015.0
Acre,39098.55,JUN,2015.0
Amazonas,170380.0,JUN,2015.0
Roraima,30525.93,JUN,2015.0
Pará,313839.16,JUN,2015.0
Amapá,41523.0,JUN,2015.0
Tocantins,87258.83,JUN,2015.0
Maranhão,266282.3,JUN,2015.0
Piauí,142904.0,JUN,2015.0
Ceará,380301.3,JUN,2015.0
Rio Grande do Norte,186813.0,JUN,2015.0
Paraíba,161791.93,JUN,2015.0
Pernambuco,413552.0,JUN,2015.0
Alagoas,106654.0,JUN,2015.0
Sergipe,98919.36,JUN,2015.0
Bahia,572967.57,JUN,2015.0
Minas Gerais,895877.8500000001,JUN,2015.0
Espírito Santo,189685.5,JUN,2015.0
Rio de Janeiro,976224.17,JUN,2015.0
São Paulo,3207913.8799999994,JUN,2015.0
Paraná,605419.24,JUN,2015.0
Santa Catarina,442984.73,JUN,2015.0
Rio Grande do Sul,666041.31,JUN,2015.0
Mato Grosso do Sul,144475.9,JUN,2015.0
Mato Grosso,233246.62,JUN,2015.0
Goiás,394318.9,JUN,2015.0
Distrito Federal,181537.0,JUN,2015.0
Rondônia,110211.82,JUL,2015.0
Acre,40759.75,JUL,2015.0
Amazonas,173774.0,JUL,2015.0
Roraima,36211.63,JUL,2015.0
Pará,312474.67,JUL,2015.0
Amapá,46655.0,JUL,2015.0
Tocantins,87353.81,JUL,2015.0
Maranhão,270973.0,JUL,2015.0
Piauí,142817.6,JUL,2015.0
Ceará,387478.7,JUL,2015.0
Rio Grande do Norte,175848.0,JUL,2015.0
Paraíba,160159.16999999998,JUL,2015.0
Pernambuco,401551.0,JUL,2015.0
Alagoas,107166.0,JUL,2015.0
Sergipe,93408.23,JUL,2015.0
Bahia,561100.31,JUL,2015.0
Minas Gerais,877392.8600000001,JUL,2015.0
Espírito Santo,185318.7,JUL,2015.0
Rio de Janeiro,913682.9,JUL,2015.0
São Paulo,3175923.4300000006,JUL,2015.0
Paraná,598758.11,JUL,2015.0
Santa Catarina,444126.08,JUL,2015.0
Rio Grande do Sul,718333.27,JUL,2015.0
Mato Grosso do Sul,147064.72999999998,JUL,2015.0
Mato Grosso,233726.58,JUL,2015.0
Goiás,380347.5,JUL,2015.0
Distrito Federal,169669.0,JUL,2015.0
Rondônia,108533.35,AGO,2015.0
Acre,38614.48,AGO,2015.0
Amazonas,185321.0,AGO,2015.0
Roraima,34233.91,AGO,2015.0
Pará,319115.01,AGO,2015.0
Amapá,45274.0,AGO,2015.0
Tocantins,86779.41,AGO,2015.0
Maranhão,276293.4,AGO,2015.0
Piauí,143619.4,AGO,2015.0
Ceará,354331.3,AGO,2015.0
Rio Grande do Norte,172153.0,AGO,2015.0
Paraíba,150575.47,AGO,2015.0
Pernambuco,376022.0,AGO,2015.0
Alagoas,108317.0,AGO,2015.0
Sergipe,89118.159,AGO,2015.0
Bahia,535701.46,AGO,2015.0
Minas Gerais,911767.8500000001,AGO,2015.0
Espírito Santo,185967.4,AGO,2015.0
Rio de Janeiro,921731.3400000001,AGO,2015.0
São Paulo,3182353.8099999996,AGO,2015.0
Paraná,608121.88,AGO,2015.0
Santa Catarina,464265.75,AGO,2015.0
Rio Grande do Sul,725016.93,AGO,2015.0
Mato Grosso do Sul,148127.08000000002,AGO,2015.0
Mato Grosso,237442.84999999998,AGO,2015.0
Goiás,394175.9,AGO,2015.0
Distrito Federal,184031.0,AGO,2015.0
Rondônia,120131.44,SET,2015.0
Acre,45501.09,SET,2015.0
Amazonas,178109.0,SET,2015.0
Roraima,37114.1,SET,2015.0
Pará,325536.51999999996,SET,2015.0
Amapá,49812.0,SET,2015.0
Tocantins,99569.12,SET,2015.0
Maranhão,286869.6,SET,2015.0
Piauí,154848.3,SET,2015.0
Ceará,359115.0,SET,2015.0
Rio Grande do Norte,171272.0,SET,2015.0
Paraíba,155036.74,SET,2015.0
Pernambuco,374084.0,SET,2015.0
Alagoas,115064.0,SET,2015.0
Sergipe,91820.68,SET,2015.0
Bahia,555104.52,SET,2015.0
Minas Gerais,955453.89,SET,2015.0
Espírito Santo,181616.0,SET,2015.0
Rio de Janeiro,933929.1900000001,SET,2015.0
São Paulo,3305429.14,SET,2015.0
Paraná,628202.1900000001,SET,2015.0
Santa Catarina,458782.38,SET,2015.0
Rio Grande do Sul,683906.06,SET,2015.0
Mato Grosso do Sul,173384.31,SET,2015.0
Mato Grosso,279676.19,SET,2015.0
Goiás,466860.5,SET,2015.0
Distrito Federal,192951.0,SET,2015.0
Rondônia,114688.70000000001,OUT,2015.0
Acre,42272.43,OUT,2015.0
Amazonas,154303.0,OUT,2015.0
Roraima,41771.35,OUT,2015.0
Pará,328868.69,OUT,2015.0
Amapá,47817.0,OUT,2015.0
Tocantins,97207.04,OUT,2015.0
Maranhão,291642.7,OUT,2015.0
Piauí,164902.2,OUT,2015.0
Ceará,388971.1,OUT,2015.0
Rio Grande do Norte,183721.0,OUT,2015.0
Paraíba,165621.23,OUT,2015.0
Pernambuco,437086.0,OUT,2015.0
Alagoas,120912.0,OUT,2015.0
Sergipe,96460.02,OUT,2015.0
Bahia,618469.71,OUT,2015.0
Minas Gerais,934150.39,OUT,2015.0
Espírito Santo,209424.9,OUT,2015.0
Rio de Janeiro,987899.8900000001,OUT,2015.0
São Paulo,3536855.91,OUT,2015.0
Paraná,657780.88,OUT,2015.0
Santa Catarina,465656.06,OUT,2015.0
Rio Grande do Sul,726320.11,OUT,2015.0
Mato Grosso do Sul,191539.51,OUT,2015.0
Mato Grosso,286415.16,OUT,2015.0
Goiás,484516.9,OUT,2015.0
Distrito Federal,197840.0,OUT,2015.0
Rondônia,109764.29999999999,NOV,2015.0
Acre,43983.82,NOV,2015.0
Amazonas,173341.0,NOV,2015.0
Roraima,40080.94,NOV,2015.0
Pará,333709.31999999995,NOV,2015.0
Amapá,48054.0,NOV,2015.0
Tocantins,88555.65,NOV,2015.0
Maranhão,296133.1,NOV,2015.0
Piauí,173274.8,NOV,2015.0
Ceará,417492.1,NOV,2015.0
Rio Grande do Norte,192849.0,NOV,2015.0
Paraíba,170884.37,NOV,2015.0
Pernambuco,447022.0,NOV,2015.0
Alagoas,126294.0,NOV,2015.0
Sergipe,101900.43999999999,NOV,2015.0
Bahia,639438.85,NOV,2015.0
Minas Gerais,1019505.58,NOV,2015.0
Espírito Santo,220134.8,NOV,2015.0
Rio de Janeiro,1127268.97,NOV,2015.0
São Paulo,3601006.52,NOV,2015.0
Paraná,682777.3600000001,NOV,2015.0
Santa Catarina,495479.3,NOV,2015.0
Rio Grande do Sul,735330.65,NOV,2015.0
Mato Grosso do Sul,200898.7,NOV,2015.0
Mato Grosso,278382.08999999997,NOV,2015.0
Goiás,450239.5,NOV,2015.0
Distrito Federal,209877.0,NOV,2015.0
Rondônia,110876.42,DEZ,2015.0
Acre,42693.490000000005,DEZ,2015.0
Amazonas,179815.0,DEZ,2015.0
Roraima,39456.82,DEZ,2015.0
Pará,331271.37,DEZ,2015.0
Amapá,44772.03,DEZ,2015.0
Tocantins,88880.13,DEZ,2015.0
Maranhão,305200.2,DEZ,2015.0
Piauí,167279.7,DEZ,2015.0
Ceará,427810.1,DEZ,2015.0
Rio Grande do Norte,196864.0,DEZ,2015.0
Paraíba,181016.44,DEZ,2015.0
Pernambuco,481557.0,DEZ,2015.0
Alagoas,131507.0,DEZ,2015.0
Sergipe,105921.48,DEZ,2015.0
Bahia,677536.75,DEZ,2015.0
Minas Gerais,934892.1,DEZ,2015.0
Espírito Santo,232721.9,DEZ,2015.0
Rio de Janeiro,1064399.48,DEZ,2015.0
São Paulo,3450850.69,DEZ,2015.0
Paraná,647954.37,DEZ,2015.0
Santa Catarina,498547.24,DEZ,2015.0
Rio Grande do Sul,772077.72,DEZ,2015.0
Mato Grosso do Sul,193820.27000000002,DEZ,2015.0
Mato Grosso,281724.89,DEZ,2015.0
Goiás,429933.4,DEZ,2015.0
Distrito Federal,181326.0,DEZ,2015.0
Rondônia,108742.40000000001,JAN,2016.0
Acre,41226.36,JAN,2016.0
Amazonas,175459.95,JAN,2016.0
Roraima,40377.48,JAN,2016.0
Pará,304390.65,JAN,2016.0
Amapá,43537.479999999996,JAN,2016.0
Tocantins,85819.67,JAN,2016.0
Maranhão,281112.5,JAN,2016.0
Piauí,154811.1,JAN,2016.0
Ceará,423935.6,JAN,2016.0
Rio Grande do Norte,205653.0,JAN,2016.0
Paraíba,189148.78,JAN,2016.0
Pernambuco,445393.0,JAN,2016.0
Alagoas,135857.82,JAN,2016.0
Sergipe,109490.42000000001,JAN,2016.0
Bahia,645416.38,JAN,2016.0
Minas Gerais,1032198.86,JAN,2016.0
Espírito Santo,245950.9,JAN,2016.0
Rio de Janeiro,1286719.1099999999,JAN,2016.0
São Paulo,3594571.68,JAN,2016.0
Paraná,708455.93,JAN,2016.0
Santa Catarina,627967.39,JAN,2016.0
Rio Grande do Sul,907800.06,JAN,2016.0
Mato Grosso do Sul,196146.49,JAN,2016.0
Mato Grosso,270975.42,JAN,2016.0
Goiás,450041.12,JAN,2016.0
Distrito Federal,197309.0,JAN,2016.0
Rondônia,114318.56,FEV,2016.0
Acre,45752.56,FEV,2016.0
Amazonas,177783.45,FEV,2016.0
Roraima,37768.3,FEV,2016.0
Pará,294085.82,FEV,2016.0
Amapá,43032.28,FEV,2016.0
Tocantins,83107.74,FEV,2016.0
Maranhão,266899.0,FEV,2016.0
Piauí,143815.2,FEV,2016.0
Ceará,362278.3,FEV,2016.0
Rio Grande do Norte,191540.0,FEV,2016.0
Paraíba,184335.19,FEV,2016.0
Pernambuco,448854.0,FEV,2016.0
Alagoas,132042.2,FEV,2016.0
Sergipe,110842.26,FEV,2016.0
Bahia,616273.7300000001,FEV,2016.0
Minas Gerais,971793.17,FEV,2016.0
Espírito Santo,234296.4,FEV,2016.0
Rio de Janeiro,1255654.53,FEV,2016.0
São Paulo,3428472.41,FEV,2016.0
Paraná,700085.55,FEV,2016.0
Santa Catarina,617368.18,FEV,2016.0
Rio Grande do Sul,823643.19,FEV,2016.0
Mato Grosso do Sul,208401.47,FEV,2016.0
Mato Grosso,272339.51,FEV,2016.0
