UF,Consumo,Mes,Ano
São Paulo,3307601.0,JAN,2012.0
Paraná,620952.0,JAN,2012.0
Santa Catarina,532258.0,JAN,2012.0
Rio Grande do Sul,798408.0,JAN,2012.0
Mato Grosso do Sul,169294.0,JAN,2012.0
Mato Grosso,215754.0,JAN,2012.0
Goiás,380740.0,JAN,2012.0
Distrito Federal,192860.0,JAN,2012.0
Rondônia,93478.0,FEV,2012.0
Acre,36885.0,FEV,2012.0
Amazonas,180837.0,FEV,2012.0
Roraima,39292.0,FEV,2012.0
Pará,276301.0,FEV,2012.0
Amapá,47155.0,FEV,2012.0
Tocantins,66788.0,FEV,2012.0
Maranhão,259943.0,FEV,2012.0
Piauí,115420.0,FEV,2012.0
Ceará,328238.0,FEV,2012.0
Rio Grande do Norte,170666.0,FEV,2012.0
Paraíba,149039.0,FEV,2012.0
Pernambuco,392651.0,FEV,2012.0
Alagoas,110857.0,FEV,2012.0
Sergipe,94167.0,FEV,2012.0
Bahia,570365.0,FEV,2012.0
Minas Gerais,881346.0,FEV,2012.0
Espírito Santo,227425.0,FEV,2012.0
Rio de Janeiro,1261659.0,FEV,2012.0
São Paulo,3244949.0,FEV,2012.0
Paraná,608181.0,FEV,2012.0
Santa Catarina,520637.0,FEV,2012.0
Rio Grande do Sul,759636.0,FEV,2012.0
Mato Grosso do Sul,164945.0,FEV,2012.0
Mato Grosso,217303.0,FEV,2012.0
Goiás,358234.0,FEV,2012.0
Distrito Federal,175548.0,FEV,2012.0
Rondônia,97616.0,MAR,2012.0
Acre,38914.0,MAR,2012.0
Amazonas,174715.0,MAR,2012.0
Roraima,43841.0,MAR,2012.0
Pará,267248.0,MAR,2012.0
Amapá,49055.0,MAR,2012.0
Tocantins,79805.0,MAR,2012.0
Maranhão,243817.0,MAR,2012.0
Piauí,129950.0,MAR,2012.0
Ceará,337696.0,MAR,2012.0
Rio Grande do Norte,172176.0,MAR,2012.0
Paraíba,155707.0,MAR,2012.0
Pernambuco,423641.0,MAR,2012.0
Alagoas,120186.0,MAR,2012.0
Sergipe,100023.0,MAR,2012.0
Bahia,631933.0,MAR,2012.0
Minas Gerais,855433.0,MAR,2012.0
Espírito Santo,232269.0,MAR,2012.0
Rio de Janeiro,1246403.0,MAR,2012.0
São Paulo,3198702.0,MAR,2012.0
Paraná,572013.0,MAR,2012.0
Santa Catarina,479474.0,MAR,2012.0
Rio Grande do Sul,731266.0,MAR,2012.0
Mato Grosso do Sul,165769.0,MAR,2012.0
Mato Grosso,226484.0,MAR,2012.0
Goiás,355384.0,MAR,2012.0
Distrito Federal,186723.0,MAR,2012.0
Rondônia,95267.0,ABR,2012.0
Acre,37623.0,ABR,2012.0
Amazonas,173616.0,ABR,2012.0
Roraima,41058.0,ABR,2012.0
Pará,278336.0,ABR,2012.0
Amapá,49035.0,ABR,2012.0
Tocantins,73006.0,ABR,2012.0
Maranhão,246943.0,ABR,2012.0
Piauí,121591.0,ABR,2012.0
Ceará,349095.0,ABR,2012.0
Rio Grande do Norte,181541.0,ABR,2012.0
Paraíba,154537.0,ABR,2012.0
Pernambuco,437956.0,ABR,2012.0
Alagoas,109858.0,ABR,2012.0
Sergipe,93014.0,ABR,2012.0
Bahia,613334.0,ABR,2012.0
Minas Gerais,936250.0,ABR,2012.0
Espírito Santo,228141.0,ABR,2012.0
Rio de Janeiro,1300597.0,ABR,2012.0
São Paulo,3442383.0,ABR,2012.0
Paraná,620081.0,ABR,2012.0
Santa Catarina,509765.0,ABR,2012.0
Rio Grande do Sul,687554.0,ABR,2012.0
Mato Grosso do Sul,170106.0,ABR,2012.0
Mato Grosso,232467.0,ABR,2012.0
Goiás,403237.0,ABR,2012.0
Distrito Federal,196082.0,ABR,2012.0
Rondônia,91624.0,MAI,2012.0
Acre,36088.0,MAI,2012.0
Amazonas,163733.0,MAI,2012.0
Roraima,36431.0,MAI,2012.0
Pará,296113.0,MAI,2012.0
Amapá,47639.0,MAI,2012.0
Tocantins,83067.0,MAI,2012.0
Maranhão,262755.0,MAI,2012.0
Piauí,133869.0,MAI,2012.0
Ceará,351687.0,MAI,2012.0
Rio Grande do Norte,175456.0,MAI,2012.0
Paraíba,150292.0,MAI,2012.0
Pernambuco,418020.0,MAI,2012.0
Alagoas,109017.0,MAI,2012.0
Sergipe,92379.0,MAI,2012.0
Bahia,561774.0,MAI,2012.0
Minas Gerais,871471.0,MAI,2012.0
Espírito Santo,205505.0,MAI,2012.0
Rio de Janeiro,1144569.0,MAI,2012.0
São Paulo,3109396.0,MAI,2012.0
Paraná,584072.0,MAI,2012.0
Santa Catarina,447236.0,MAI,2012.0
Rio Grande do Sul,675276.0,MAI,2012.0
Mato Grosso do Sul,143325.0,MAI,2012.0
Mato Grosso,204629.0,MAI,2012.0
Goiás,356366.0,MAI,2012.0
Distrito Federal,180543.0,MAI,2012.0
Rondônia,90500.0,JUN,2012.0
Acre,34073.0,JUN,2012.0
Amazonas,176283.0,JUN,2012.0
Roraima,34877.0,JUN,2012.0
Pará,319036.0,JUN,2012.0
Amapá,50540.0,JUN,2012.0
Tocantins,78022.0,JUN,2012.0
Maranhão,262336.0,JUN,2012.0
Piauí,137467.0,JUN,2012.0
Ceará,347865.0,JUN,2012.0
Rio Grande do Norte,172626.0,JUN,2012.0
Paraíba,148674.0,JUN,2012.0
Pernambuco,399129.0,JUN,2012.0
Alagoas,102806.0,JUN,2012.0
Sergipe,87984.0,JUN,2012.0
Bahia,560490.0,JUN,2012.0
Minas Gerais,895355.0,JUN,2012.0
Espírito Santo,180651.0,JUN,2012.0
Rio de Janeiro,956049.0,JUN,2012.0
São Paulo,3044937.0,JUN,2012.0
Paraná,566577.0,JUN,2012.0
Santa Catarina,424848.0,JUN,2012.0
Rio Grande do Sul,691962.0,JUN,2012.0
Mato Grosso do Sul,124259.0,JUN,2012.0
Mato Grosso,191568.0,JUN,2012.0
Goiás,348284.0,JUN,2012.0
Distrito Federal,186755.0,JUN,2012.0
Rondônia,91671.0,JUL,2012.0
Acre,33661.0,JUL,2012.0
Amazonas,174292.0,JUL,2012.0
Roraima,33672.0,JUL,2012.0
Pará,340868.0,JUL,2012.0
Amapá,51624.0,JUL,2012.0
Tocantins,71191.0,JUL,2012.0
Maranhão,252304.0,JUL,2012.0
Piauí,126046.0,JUL,2012.0
Ceará,336399.0,JUL,2012.0
Rio Grande do Norte,165385.0,JUL,2012.0
Paraíba,146731.0,JUL,2012.0
Pernambuco,370861.0,JUL,2012.0
Alagoas,101747.0,JUL,2012.0
Sergipe,84956.0,JUL,2012.0
Bahia,516563.0,JUL,2012.0
Minas Gerais,815185.0,JUL,2012.0
Espírito Santo,161788.0,JUL,2012.0
Rio de Janeiro,889151.0,JUL,2012.0
São Paulo,3071357.0,JUL,2012.0
Paraná,569643.0,JUL,2012.0
Santa Catarina,439205.0,JUL,2012.0
Rio Grande do Sul,695974.0,JUL,2012.0
Mato Grosso do Sul,119599.0,JUL,2012.0
Mato Grosso,184485.0,JUL,2012.0
Goiás,353913.0,JUL,2012.0
Distrito Federal,182349.0,JUL,2012.0
Rondônia,100404.0,AGO,2012.0
Acre,40528.0,AGO,2012.0
Amazonas,182429.0,AGO,2012.0
Roraima,38602.0,AGO,2012.0
Pará,331059.0,AGO,2012.0
Amapá,52613.0,AGO,2012.0
Tocantins,76462.0,AGO,2012.0
Maranhão,256322.0,AGO,2012.0
Piauí,138634.0,AGO,2012.0
Ceará,331569.0,AGO,2012.0
Rio Grande do Norte,164752.0,AGO,2012.0
Paraíba,140929.0,AGO,2012.0
Pernambuco,366108.0,AGO,2012.0
Alagoas,105857.0,AGO,2012.0
Sergipe,82421.0,AGO,2012.0
Bahia,528354.0,AGO,2012.0
Minas Gerais,835574.0,AGO,2012.0
Espírito Santo,171675.0,AGO,2012.0
Rio de Janeiro,979082.0,AGO,2012.0
São Paulo,3011324.0,AGO,2012.0
Paraná,559566.0,AGO,2012.0
Santa Catarina,417370.0,AGO,2012.0
Rio Grande do Sul,661583.0,AGO,2012.0
Mato Grosso do Sul,131583.0,AGO,2012.0
Mato Grosso,205152.0,AGO,2012.0
Goiás,333157.0,AGO,2012.0
Distrito Federal,184663.0,AGO,2012.0
Rondônia,97842.0,SET,2012.0
Acre,37469.0,SET,2012.0
Amazonas,177687.0,SET,2012.0
Roraima,39368.0,SET,2012.0
Pará,336335.0,SET,2012.0
Amapá,55573.0,SET,2012.0
Tocantins,86205.0,SET,2012.0
Maranhão,276171.0,SET,2012.0
Piauí,148193.0,SET,2012.0
Ceará,341475.0,SET,2012.0
Rio Grande do Norte,167499.0,SET,2012.0
Paraíba,149691.0,SET,2012.0
Pernambuco,374580.0,SET,2012.0
Alagoas,101781.0,SET,2012.0
Sergipe,86215.0,SET,2012.0
Bahia,548515.0,SET,2012.0
Minas Gerais,908820.0,SET,2012.0
Espírito Santo,184388.0,SET,2012.0
Rio de Janeiro,1052189.0,SET,2012.0
São Paulo,3153986.0,SET,2012.0
Paraná,561415.0,SET,2012.0
Santa Catarina,431154.0,SET,2012.0
Rio Grande do Sul,633688.0,SET,2012.0
Mato Grosso do Sul,137621.0,SET,2012.0
Mato Grosso,211854.0,SET,2012.0
Goiás,391793.0,SET,2012.0
Distrito Federal,198564.0,SET,2012.0
Rondônia,99527.0,OUT,2012.0
Acre,38637.0,OUT,2012.0
Amazonas,176644.0,OUT,2012.0
Roraima,41685.0,OUT,2012.0
Pará,334891.0,OUT,2012.0
Amapá,56115.0,OUT,2012.0
Tocantins,81061.0,OUT,2012.0
Maranhão,270984.0,OUT,2012.0
Piauí,142240.0,OUT,2012.0
Ceará,343424.0,OUT,2012.0
Rio Grande do Norte,174507.0,OUT,2012.0
Paraíba,145862.0,OUT,2012.0
Pernambuco,398434.0,OUT,2012.0
Alagoas,104158.0,OUT,2012.0
Sergipe,85047.0,OUT,2012.0
Bahia,555323.0,OUT,2012.0
Minas Gerais,910525.0,OUT,2012.0
Espírito Santo,174962.0,OUT,2012.0
Rio de Janeiro,1086494.0,OUT,2012.0
São Paulo,3110775.0,OUT,2012.0
Paraná,576492.0,OUT,2012.0
Santa Catarina,407764.0,OUT,2012.0
Rio Grande do Sul,611864.0,OUT,2012.0
Mato Grosso do Sul,147673.0,OUT,2012.0
Mato Grosso,221106.0,OUT,2012.0
Goiás,371246.0,OUT,2012.0
Distrito Federal,188124.0,OUT,2012.0
Rondônia,101178.0,NOV,2012.0
Acre,37910.0,NOV,2012.0
Amazonas,181473.0,NOV,2012.0
Roraima,42026.0,NOV,2012.0
Pará,333288.0,NOV,2012.0
Amapá,57707.0,NOV,2012.0
Tocantins,80732.0,NOV,2012.0
Maranhão,277462.0,NOV,2012.0
Piauí,156833.0,NOV,2012.0
Ceará,344825.0,NOV,2012.0
Rio Grande do Norte,177294.0,NOV,2012.0
Paraíba,156715.0,NOV,2012.0
Pernambuco,415287.0,NOV,2012.0
Alagoas,110702.0,NOV,2012.0
Sergipe,91786.0,NOV,2012.0
Bahia,579105.0,NOV,2012.0
Minas Gerais,898730.0,NOV,2012.0
Espírito Santo,186876.0,NOV,2012.0
Rio de Janeiro,1149992.0,NOV,2012.0
São Paulo,3171590.0,NOV,2012.0
Paraná,588594.0,NOV,2012.0
Santa Catarina,421199.0,NOV,2012.0
Rio Grande do Sul,618041.0,NOV,2012.0
Mato Grosso do Sul,157393.0,NOV,2012.0
Mato Grosso,224141.0,NOV,2012.0
Goiás,386964.0,NOV,2012.0
Distrito Federal,186112.0,NOV,2012.0
Rondônia,97251.0,DEZ,2012.0
Acre,38364.0,DEZ,2012.0
Amazonas,179642.0,DEZ,2012.0
Roraima,42702.0,DEZ,2012.0
Pará,341490.0,DEZ,2012.0
Amapá,54078.0,DEZ,2012.0
Tocantins,72518.0,DEZ,2012.0
Maranhão,272491.0,DEZ,2012.0
Piauí,148903.0,DEZ,2012.0
Ceará,360832.0,DEZ,2012.0
Rio Grande do Norte,184786.0,DEZ,2012.0
Paraíba,157630.0,DEZ,2012.0
Pernambuco,442476.0,DEZ,2012.0
Alagoas,117109.0,DEZ,2012.0
Sergipe,92824.0,DEZ,2012.0
Bahia,608363.0,DEZ,2012.0
Minas Gerais,876693.0,DEZ,2012.0
Espírito Santo,203559.0,DEZ,2012.0
Rio de Janeiro,1238987.0,DEZ,2012.0
São Paulo,3224289.0,DEZ,2012.0
Paraná,575633.0,DEZ,2012.0
Santa Catarina,407214.0,DEZ,2012.0
Rio Grande do Sul,707473.0,DEZ,2012.0
Mato Grosso do Sul,159165.0,DEZ,2012.0
Mato Grosso,215439.0,DEZ,2012.0
Goiás,343859.0,DEZ,2012.0
Distrito Federal,193291.0,DEZ,2012.0
Rondônia,93236.0,JAN,2013.0
Acre,37802.0,JAN,2013.0
Amazonas,164930.0,JAN,2013.0
Roraima,37554.0,JAN,2013.0
Pará,293688.0,JAN,2013.0
Amapá,47122.0,JAN,2013.0
Tocantins,72199.0,JAN,2013.0
Maranhão,248893.0,JAN,2013.0
Piauí,137948.0,JAN,2013.0
Ceará,335024.0,JAN,2013.0
Rio Grande do Norte,182705.0,JAN,2013.0
Paraíba,157703.0,JAN,2013.0
Pernambuco,417104.0,JAN,2013.0
Alagoas,110274.0,JAN,2013.0
Sergipe,93792.0,JAN,2013.0
Bahia,591437.0,JAN,2013.0
Minas Gerais,906730.0,JAN,2013.0
Espírito Santo,229284.0,JAN,2013.0
Rio de Janeiro,1379810.0,JAN,2013.0
São Paulo,3418496.0,JAN,2013.0
Paraná,645795.0,JAN,2013.0
Santa Catarina,547803.0,JAN,2013.0
Rio Grande do Sul,812573.0,JAN,2013.0
Mato Grosso do Sul,176611.0,JAN,2013.0
Mato Grosso,207682.0,JAN,2013.0
Goiás,379643.0,JAN,2013.0
Distrito Federal,179797.0,JAN,2013.0
Rondônia,86943.0,FEV,2013.0
Acre,34947.0,FEV,2013.0
Amazonas,150442.0,FEV,2013.0
Roraima,35364.0,FEV,2013.0
Pará,263632.0,FEV,2013.0
Amapá,42909.0,FEV,2013.0
Tocantins,63887.0,FEV,2013.0
Maranhão,241009.0,FEV,2013.0
Piauí,125142.0,FEV,2013.0
Ceará,322632.0,FEV,2013.0
Rio Grande do Norte,179871.0,FEV,2013.0
Paraíba,150528.0,FEV,2013.0
Pernambuco,420184.0,FEV,2013.0
Alagoas,112009.0,FEV,2013.0
Sergipe,91520.0,FEV,2013.0
Bahia,572688.0,FEV,2013.0
Minas Gerais,879517.0,FEV,2013.0
Espírito Santo,217471.0,FEV,2013.0
Rio de Janeiro,1340994.0,FEV,2013.0
São Paulo,3191539.0,FEV,2013.0
Paraná,616203.0,FEV,2013.0
Santa Catarina,575332.0,FEV,2013.0
Rio Grande do Sul,756618.0,FEV,2013.0
Mato Grosso do Sul,159626.0,FEV,2013.0
Mato Grosso,207166.0,FEV,2013.0
Goiás,356649.0,FEV,2013.0
Distrito Federal,174846.0,FEV,2013.0
Rondônia,94760.0,MAR,2013.0
Acre,36535.0,MAR,2013.0
Amazonas,161155.0,MAR,2013.0
Roraima,40613.0,MAR,2013.0
Pará,273397.0,MAR,2013.0
Amapá,44282.0,MAR,2013.0
Tocantins,74346.0,MAR,2013.0
Maranhão,233830.0,MAR,2013.0
Piauí,127869.0,MAR,2013.0
Ceará,326945.0,MAR,2013.0
Rio Grande do Norte,183498.0,MAR,2013.0
Paraíba,172416.0,MAR,2013.0
Pernambuco,452861.0,MAR,2013.0
Alagoas,131286.0,MAR,2013.0
Sergipe,102066.0,MAR,2013.0
Bahia,605117.0,MAR,2013.0
Minas Gerais,935929.0,MAR,2013.0
Espírito Santo,241642.0,MAR,2013.0
Rio de Janeiro,1420610.0,MAR,2013.0
São Paulo,3443812.0,MAR,2013.0
Paraná,667194.0,MAR,2013.0
Santa Catarina,588044.0,MAR,2013.0
Rio Grande do Sul,830359.0,MAR,2013.0
Mato Grosso do Sul,181955.0,MAR,2013.0
Mato Grosso,233603.0,MAR,2013.0
Goiás,357579.0,MAR,2013.0
Distrito Federal,187250.0,MAR,2013.0
Rondônia,92130.0,ABR,2013.0
Acre,36586.0,ABR,2013.0
Amazonas,154760.0,ABR,2013.0
Roraima,35844.0,ABR,2013.0
Pará,290847.0,ABR,2013.0
Amapá,44547.0,ABR,2013.0
Tocantins,70612.0,ABR,2013.0
Maranhão,248702.0,ABR,2013.0
Piauí,121620.0,ABR,2013.0
Ceará,331816.0,ABR,2013.0
Rio Grande do Norte,184725.0,ABR,2013.0
Paraíba,156595.0,ABR,2013.0
Pernambuco,421570.0,ABR,2013.0
Alagoas,120724.0,ABR,2013.0
Sergipe,97783.0,ABR,2013.0
Bahia,597532.0,ABR,2013.0
Minas Gerais,898001.0,ABR,2013.0
Espírito Santo,203761.0,ABR,2013.0
Rio de Janeiro,1091635.0,ABR,2013.0
São Paulo,3238209.0,ABR,2013.0
Paraná,604153.0,ABR,2013.0
Santa Catarina,449739.0,ABR,2013.0
Rio Grande do Sul,676044.0,ABR,2013.0
Mato Grosso do Sul,160981.0,ABR,2013.0
Mato Grosso,227818.0,ABR,2013.0
Goiás,396879.0,ABR,2013.0
Distrito Federal,181867.0,ABR,2013.0
Rondônia,102905.0,MAI,2013.0
Acre,37641.0,MAI,2013.0
Amazonas,162034.0,MAI,2013.0
Roraima,38851.0,MAI,2013.0
Pará,319859.0,MAI,2013.0
Amapá,46162.0,MAI,2013.0
Tocantins,84329.0,MAI,2013.0
Maranhão,252771.0,MAI,2013.0
Piauí,136472.0,MAI,2013.0
Ceará,346356.0,MAI,2013.0
Rio Grande do Norte,184213.0,MAI,2013.0
Paraíba,161151.0,MAI,2013.0
Pernambuco,420552.0,MAI,2013.0
Alagoas,129529.0,MAI,2013.0
Sergipe,95594.0,MAI,2013.0
Bahia,595280.0,MAI,2013.0
Minas Gerais,875733.0,MAI,2013.0
Espírito Santo,190908.0,MAI,2013.0
Rio de Janeiro,1011288.0,MAI,2013.0
São Paulo,3212906.0,MAI,2013.0
Paraná,570209.0,MAI,2013.0
Santa Catarina,401473.0,MAI,2013.0
Rio Grande do Sul,628284.0,MAI,2013.0
Mato Grosso do Sul,149682.0,MAI,2013.0
Mato Grosso,233244.0,MAI,2013.0
Goiás,365042.0,MAI,2013.0
Distrito Federal,186591.0,MAI,2013.0
Rondônia,103109.0,JUN,2013.0
Acre,36828.0,JUN,2013.0
Amazonas,174059.0,JUN,2013.0
Roraima,35787.0,JUN,2013.0
Pará,325598.0,JUN,2013.0
Amapá,48129.0,JUN,2013.0
Tocantins,82763.0,JUN,2013.0
Maranhão,260894.0,JUN,2013.0
Piauí,138191.0,JUN,2013.0
Ceará,342770.0,JUN,2013.0
Rio Grande do Norte,178512.0,JUN,2013.0
Paraíba,154683.0,JUN,2013.0
Pernambuco,398294.0,JUN,2013.0
Alagoas,111926.0,JUN,2013.0
Sergipe,89177.0,JUN,2013.0
Bahia,567245.0,JUN,2013.0
Minas Gerais,895558.0,JUN,2013.0
Espírito Santo,182167.0,JUN,2013.0
Rio de Janeiro,939650.0,JUN,2013.0
São Paulo,3122230.0,JUN,2013.0
Paraná,589576.0,JUN,2013.0
Santa Catarina,435903.0,JUN,2013.0
Rio Grande do Sul,659377.0,JUN,2013.0
Mato Grosso do Sul,140131.0,JUN,2013.0
Mato Grosso,220097.0,JUN,2013.0
Goiás,371556.0,JUN,2013.0
Distrito Federal,186501.0,JUN,2013.0
Rondônia,97180.0,JUL,2013.0
Acre,37706.0,JUL,2013.0
Amazonas,162788.0,JUL,2013.0
Roraima,34039.0,JUL,2013.0
Pará,318338.0,JUL,2013.0
Amapá,47080.0,JUL,2013.0
Tocantins,70359.0,JUL,2013.0
Maranhão,258316.0,JUL,2013.0
Piauí,130458.0,JUL,2013.0
Ceará,335692.0,JUL,2013.0
Rio Grande do Norte,160492.0,JUL,2013.0
Paraíba,139519.0,JUL,2013.0
Pernambuco,358191.0,JUL,2013.0
Alagoas,108990.0,JUL,2013.0
Sergipe,80317.0,JUL,2013.0
Bahia,513190.0,JUL,2013.0
Minas Gerais,847946.0,JUL,2013.0
Espírito Santo,170507.0,JUL,2013.0
Rio de Janeiro,892310.0,JUL,2013.0
São Paulo,3150624.0,JUL,2013.0
Paraná,594128.0,JUL,2013.0
Santa Catarina,427184.0,JUL,2013.0
Rio Grande do Sul,658138.0,JUL,2013.0
Mato Grosso do Sul,128970.0,JUL,2013.0
Mato Grosso,195997.0,JUL,2013.0
Goiás,337374.0,JUL,2013.0
Distrito Federal,172896.0,JUL,2013.0
Rondônia,108450.0,AGO,2013.0
Acre,42469.0,AGO,2013.0
Amazonas,183271.0,AGO,2013.0
Roraima,41140.0,AGO,2013.0
Pará,342029.0,AGO,2013.0
Amapá,52519.0,AGO,2013.0
Tocantins,77854.0,AGO,2013.0
Maranhão,269359.0,AGO,2013.0
Piauí,140058.0,AGO,2013.0
Ceará,334574.0,AGO,2013.0
Rio Grande do Norte,160426.0,AGO,2013.0
Paraíba,144640.0,AGO,2013.0
Pernambuco,353214.0,AGO,2013.0
Alagoas,110181.0,AGO,2013.0
Sergipe,82672.0,AGO,2013.0
Bahia,514989.0,AGO,2013.0
Minas Gerais,881874.0,AGO,2013.0
Espírito Santo,160092.0,AGO,2013.0
Rio de Janeiro,922439.0,AGO,2013.0
São Paulo,3010047.0,AGO,2013.0
Paraná,587036.0,AGO,2013.0
Santa Catarina,432256.0,AGO,2013.0
Rio Grande do Sul,646779.0,AGO,2013.0
Mato Grosso do Sul,140937.0,AGO,2013.0
Mato Grosso,209696.0,AGO,2013.0
Goiás,350229.0,AGO,2013.0
Distrito Federal,176019.0,AGO,2013.0
Rondônia,116350.0,SET,2013.0
Acre,43906.0,SET,2013.0
Amazonas,180538.0,SET,2013.0
Roraima,41100.0,SET,2013.0
Pará,344209.0,SET,2013.0
Amapá,50956.0,SET,2013.0
Tocantins,88664.0,SET,2013.0
Maranhão,287176.0,SET,2013.0
Piauí,153206.0,SET,2013.0
Ceará,348998.0,SET,2013.0
Rio Grande do Norte,168182.0,SET,2013.0
Paraíba,142354.0,SET,2013.0
Pernambuco,366461.0,SET,2013.0
Alagoas,102264.0,SET,2013.0
Sergipe,78387.0,SET,2013.0
Bahia,530870.0,SET,2013.0
Minas Gerais,900080.0,SET,2013.0
Espírito Santo,175967.0,SET,2013.0
Rio de Janeiro,914252.0,SET,2013.0
São Paulo,3316934.0,SET,2013.0
Paraná,606383.0,SET,2013.0
Santa Catarina,442414.0,SET,2013.0
Rio Grande do Sul,669637.0,SET,2013.0
Mato Grosso do Sul,158565.0,SET,2013.0
Mato Grosso,268976.0,SET,2013.0
Goiás,408305.0,SET,2013.0
Distrito Federal,191573.0,SET,2013.0
Rondônia,112686.0,OUT,2013.0
Acre,43390.0,OUT,2013.0
Amazonas,172220.0,OUT,2013.0
Roraima,45261.0,OUT,2013.0
Pará,345840.0,OUT,2013.0
Amapá,53808.0,OUT,2013.0
Tocantins,94047.0,OUT,2013.0
Maranhão,301677.0,OUT,2013.0
Piauí,157899.0,OUT,2013.0
Ceará,343161.0,OUT,2013.0
Rio Grande do Norte,172515.0,OUT,2013.0
Paraíba,148849.0,OUT,2013.0
Pernambuco,391652.0,OUT,2013.0
Alagoas,115655.0,OUT,2013.0
Sergipe,82486.0,OUT,2013.0
Bahia,564216.0,OUT,2013.0
Minas Gerais,873558.0,OUT,2013.0
Espírito Santo,176378.0,OUT,2013.0
Rio de Janeiro,1048747.0,OUT,2013.0
São Paulo,3262909.0,OUT,2013.0
Paraná,614468.0,OUT,2013.0
Santa Catarina,417171.0,OUT,2013.0
Rio Grande do Sul,647111.0,OUT,2013.0
Mato Grosso do Sul,169967.0,OUT,2013.0
Mato Grosso,248279.0,OUT,2013.0
Goiás,390980.0,OUT,2013.0
Distrito Federal,179766.0,OUT,2013.0
Rondônia,112990.0,NOV,2013.0
Acre,38964.0,NOV,2013.0
Amazonas,174385.0,NOV,2013.0
Roraima,46648.0,NOV,2013.0
Pará,342382.0,NOV,2013.0
Amapá,53175.0,NOV,2013.0
Tocantins,83143.0,NOV,2013.0
Maranhão,297139.0,NOV,2013.0
Piauí,160898.0,NOV,2013.0
Ceará,356409.0,NOV,2013.0
Rio Grande do Norte,172592.0,NOV,2013.0
Paraíba,160024.0,NOV,2013.0
Pernambuco,413285.0,NOV,2013.0
Alagoas,118458.0,NOV,2013.0
Sergipe,91201.0,NOV,2013.0
Bahia,587768.0,NOV,2013.0
Minas Gerais,965368.0,NOV,2013.0
Espírito Santo,201938.0,NOV,2013.0
Rio de Janeiro,1092409.0,NOV,2013.0
São Paulo,3277767.0,NOV,2013.0
Paraná,604252.0,NOV,2013.0
Santa Catarina,447371.0,NOV,2013.0
Rio Grande do Sul,642354.0,NOV,2013.0
Mato Grosso do Sul,168094.0,NOV,2013.0
Mato Grosso,242428.0,NOV,2013.0
Goiás,419222.0,NOV,2013.0
Distrito Federal,191468.0,NOV,2013.0
Rondônia,104703.0,DEZ,2013.0
Acre,39385.0,DEZ,2013.0
Amazonas,161988.0,DEZ,2013.0
Roraima,43720.0,DEZ,2013.0
Pará,350094.0,DEZ,2013.0
Amapá,48442.0,DEZ,2013.0
Tocantins,75184.0,DEZ,2013.0
Maranhão,286075.0,DEZ,2013.0
Piauí,149871.0,DEZ,2013.0
Ceará,350585.0,DEZ,2013.0
Rio Grande do Norte,186046.0,DEZ,2013.0
Paraíba,155427.0,DEZ,2013.0
Pernambuco,436147.0,DEZ,2013.0
Alagoas,122670.0,DEZ,2013.0
Sergipe,89843.0,DEZ,2013.0
Bahia,602290.0,DEZ,2013.0
Minas Gerais,863218.0,DEZ,2013.0
Espírito Santo,193541.0,DEZ,2013.0
Rio de Janeiro,1164666.0,DEZ,2013.0
São Paulo,3323375.0,DEZ,2013.0
Paraná,619433.0,DEZ,2013.0
Santa Catarina,440066.0,DEZ,2013.0
Rio Grande do Sul,696089.0,DEZ,2013.0
Mato Grosso do Sul,167507.0,DEZ,2013.0
Mato Grosso,238974.0,DEZ,2013.0
Goiás,353991.0,DEZ,2013.0
Distrito Federal,178149.0,DEZ,2013.0
Rondônia,101913.56,JAN,2014.0
Acre,36978.14,JAN,2014.0
Amazonas,150720.42,JAN,2014.0
Roraima,39402.78,JAN,2014.0
Pará,300555.23000000004,JAN,2014.0
Amapá,47516.42,JAN,2014.0
Tocantins,72334.86,JAN,2014.0
Maranhão,264548.0,JAN,2014.0
Piauí,141598.0,JAN,2014.0
Ceará,361744.8,JAN,2014.0
Rio Grande do Norte,189806.0,JAN,2014.0
Paraíba,165402.5,JAN,2014.0
Pernambuco,417317.0,JAN,2014.0
Alagoas,130166.0,JAN,2014.0
Sergipe,96681.16,JAN,2014.0
Bahia,594641.82,JAN,2014.0
Minas Gerais,951798.4700000001,JAN,2014.0
Espírito Santo,224220.0,JAN,2014.0
Rio de Janeiro,1320689.1,JAN,2014.0
São Paulo,3366667.17,JAN,2014.0
Paraná,642922.83,JAN,2014.0
Santa Catarina,536781.52,JAN,2014.0
Rio Grande do Sul,811653.5599999998,JAN,2014.0
Mato Grosso do Sul,178414.26,JAN,2014.0
Mato Grosso,235189.29,JAN,2014.0
Goiás,391920.0,JAN,2014.0
Distrito Federal,185663.6,JAN,2014.0
Rondônia,94846.6,FEV,2014.0
Acre,38588.78,FEV,2014.0
Amazonas,148345.49,FEV,2014.0
Roraima,41579.740000000005,FEV,2014.0
Pará,283806.14999999997,FEV,2014.0
Amapá,42598.659999999996,FEV,2014.0
Tocantins,72163.97,FEV,2014.0
Maranhão,247329.2,FEV,2014.0
Piauí,131985.0,FEV,2014.0
Ceará,342051.0,FEV,2014.0
Rio Grande do Norte,182431.0,FEV,2014.0
Paraíba,160109.7,FEV,2014.0
Pernambuco,417595.0,FEV,2014.0
Alagoas,117847.0,FEV,2014.0
Sergipe,97330.23,FEV,2014.0
